Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect
Canada,2013,7.594,10.757,0.936,72.68,0.916,0.316,0.406,0.851,0.263
Chad,2013,3.508,7.498,0.714,46.06,0.488,-0.045,0.882,0.462,0.314
Chile,2013,6.74,10.053,0.862,69.32,0.737,0.085,0.741,0.855,0.285
China,2013,5.241,9.319,0.778,68.08,0.805,-0.158,,0.836,0.142
Colombia,2013,6.607,9.512,0.901,66.36,0.841,-0.071,0.898,0.851,0.278
Congo (Brazzaville),2013,3.955,8.201,0.68,55.34,0.726,-0.078,0.752,0.61,0.291
Congo (Kinshasa),2013,4.497,6.88,0.83,51.22,0.48,0.012,0.913,0.589,0.187
Costa Rica,2013,7.158,9.751,0.902,70.3,0.898,0.018,0.813,0.85,0.278
Croatia,2013,5.885,10.069,0.751,68.2,0.627,-0.204,0.936,0.59,0.285
Cyprus,2013,5.439,10.414,0.744,72.82,0.656,0.102,0.867,0.748,0.42
Czech Republic,2013,6.698,10.42,0.888,68.52,0.726,-0.156,0.916,0.72,0.253
Denmark,2013,7.589,10.851,0.965,71.06,0.92,0.215,0.17,0.862,0.195
Dominican Republic,2013,5.016,9.525,0.878,64.46,0.889,0.021,0.752,0.793,0.295
Ecuador,2013,6.019,9.377,0.801,67.28,0.787,-0.191,0.646,0.851,0.267
Egypt,2013,3.559,9.239,0.675,60.48,0.474,-0.141,0.913,0.551,0.483
El Salvador,2013,6.325,8.974,0.827,64.8,0.716,-0.15,0.772,0.828,0.317
Estonia,2013,5.367,10.299,0.901,67.48,0.754,-0.201,0.726,0.702,0.199
Ethiopia,2013,4.445,7.343,0.602,55.8,0.707,-0.008,0.75,0.643,0.213
Finland,2013,7.445,10.722,0.941,71.12,0.919,0.04,0.306,0.769,0.195
France,2013,6.667,10.669,0.908,72.8,0.878,-0.125,0.699,0.8,0.205
Gabon,2013,3.8,9.638,0.733,56.84,0.682,-0.146,0.78,0.51,0.287
Georgia,2013,4.349,9.371,0.559,64.98,0.722,-0.254,0.349,0.595,0.2
Germany,2013,6.965,10.817,0.931,71.14,0.894,0.024,0.566,0.743,0.205
Ghana,2013,4.965,8.445,0.676,55.24,0.794,-0.065,0.88,0.691,0.211
Greece,2013,4.72,10.243,0.687,71.68,0.426,-0.272,0.941,0.689,0.482
Guatemala,2013,5.985,8.953,0.83,63.18,0.884,0.045,0.817,0.867,0.333
Guinea,2013,3.902,7.619,0.567,50.66,0.693,0.091,0.815,0.6,0.348
Haiti,2013,4.622,7.464,0.648,45.98,0.61,0.289,0.669,0.538,0.327
Honduras,2013,4.713,8.54,0.792,66.16,0.698,-0.027,0.868,0.817,0.283
Hungary,2013,4.914,10.14,0.877,66.08,0.674,-0.113,0.912,0.706,0.307
Iceland,2013,7.501,10.809,0.967,72.84,0.923,0.306,0.713,0.87,0.156
India,2013,4.428,8.478,0.553,58.3,0.74,0.084,0.832,0.68,0.33
Indonesia,2013,5.292,9.155,0.794,61.06,0.781,0.376,0.973,0.893,0.249
Iran,2013,5.14,9.443,0.664,64.62,0.73,0.216,0.685,0.659,0.552
Iraq,2013,4.725,9.28,0.728,58.88,,-0.05,0.71,,0.554
Ireland,2013,6.76,10.884,0.955,71.8,0.884,0.331,0.558,0.814,0.245
Israel,2013,7.321,10.515,0.909,72.58,0.739,0.15,0.849,0.698,0.409
Italy,2013,6.009,10.608,0.916,72.92,0.499,-0.102,0.943,0.779,0.357
Ivory Coast,2013,3.739,8.274,0.709,47.1,0.739,-0.031,0.691,0.743,0.306
Jamaica,2013,5.709,9.151,0.865,66.46,0.793,-0.021,0.931,0.734,0.312
Japan,2013,5.959,10.57,0.924,74.34,0.821,-0.147,0.65,0.794,0.175
Jordan,2013,5.172,9.237,0.84,65.6,0.692,-0.117,,0.684,0.286
Kazakhstan,2013,5.835,10.074,0.889,61.76,0.782,-0.229,0.82,0.674,0.164
Kenya,2013,3.795,8.192,0.825,57.18,0.708,0.212,0.861,0.765,0.161
Kosovo,2013,6.126,9.113,0.721,,0.568,0.115,0.935,0.692,0.203
Kuwait,2013,6.48,10.985,0.862,65.5,0.751,,,0.752,0.283
Kyrgyzstan,2013,5.402,8.441,0.851,62.36,0.755,-0.085,0.9,0.722,0.135
Latvia,2013,5.07,10.116,0.834,65.38,0.631,-0.073,0.837,0.642,0.227
Lebanon,2013,4.983,9.772,0.708,65.44,0.655,-0.004,0.921,0.499,0.409
Lithuania,2013,5.596,10.263,0.913,65.1,0.556,-0.237,0.936,0.581,0.294
Luxembourg,2013,7.131,11.58,0.917,72.24,0.79,-0.054,0.301,0.64,0.185
Madagascar,2013,3.816,7.334,0.673,57.06,0.48,-0.019,0.868,0.734,0.241
Malawi,2013,4.035,6.907,0.563,53.46,0.752,0.078,0.857,0.808,0.248
Malaysia,2013,5.77,10.037,0.831,66.08,0.791,0.264,0.755,0.736,0.317
Mali,2013,3.676,7.599,0.82,49.48,0.665,-0.053,0.755,0.724,0.193
Malta,2013,6.38,10.422,0.942,71.96,0.909,0.41,,0.66,0.37
Mauritania,2013,4.199,8.506,0.741,55.46,0.603,-0.079,0.676,0.793,0.196
Mexico,2013,7.443,9.832,0.759,67.04,0.739,-0.165,0.615,0.79,0.223
Moldova,2013,5.756,9.192,0.803,62.26,0.658,-0.069,0.941,0.582,0.261
Mongolia,2013,4.913,9.248,0.935,61.1,0.748,0.136,0.928,0.649,0.179
Montenegro,2013,5.074,9.76,0.736,67.58,0.502,-0.176,0.693,0.539,0.331
Morocco,2013,5.142,8.829,0.597,64.4,0.572,-0.21,0.771,0.784,0.239
Myanmar,2013,4.176,8.23,0.757,57.38,0.775,0.689,0.638,0.803,0.217
Nepal,2013,4.605,7.889,0.74,59.8,0.722,0.151,0.877,0.629,0.279
Netherlands,2013,7.407,10.857,0.925,71.76,0.919,0.305,0.505,0.867,0.235
New Zealand,2013,7.28,10.571,0.958,72.36,0.944,0.237,0.312,0.835,0.151
Nicaragua,2013,5.772,8.569,0.868,66.16,0.859,0.039,0.636,0.839,0.271
Niger,2013,3.716,7.002,0.696,50.96,0.825,-0.077,0.711,0.65,0.208
Nigeria,2013,4.818,8.581,0.663,47.58,0.622,0.051,0.905,0.638,0.286
North Cyprus,2013,5.567,,0.869,,0.775,,0.715,0.622,0.443
North Macedonia,2013,5.186,9.541,0.832,64.942,0.641,0.025,0.861,0.578,0.331
Pakistan,2013,5.138,8.311,0.607,56.86,0.448,0.1,0.792,0.598,0.274
Palestinian Territories,2013,4.844,8.489,0.761,,0.454,-0.15,0.78,0.594,0.365
Panama,2013,6.866,10.184,0.896,68.9,0.811,0.018,0.814,0.869,0.226
Paraguay,2013,5.936,9.326,0.939,64.86,0.909,0.046,0.903,0.919,0.224
Peru,2013,5.783,9.369,0.797,66.84,0.703,-0.066,0.87,0.778,0.39
Philippines,2013,4.977,8.805,0.846,61.2,0.907,0.021,0.756,0.799,0.332
Poland,2013,5.746,10.164,0.912,67.78,0.776,-0.137,0.916,0.784,0.242
Portugal,2013,5.158,10.312,0.867,71.4,0.788,-0.118,0.946,0.7,0.348
Romania,2013,5.082,10.004,0.778,65.86,0.655,-0.129,0.952,0.64,0.329
Russia,2013,5.537,10.182,0.881,62.26,0.661,-0.289,0.934,0.68,0.18
Rwanda,2013,3.466,7.449,0.75,58.06,0.904,-0.028,0.117,0.76,0.167
Saudi Arabia,2013,6.495,10.776,0.827,65,0.661,-0.081,,0.744,0.276
Senegal,2013,3.647,7.926,0.823,57.48,0.636,-0.052,0.837,0.68,0.165
Serbia,2013,5.102,9.638,0.828,66.68,0.533,-0.1,0.908,0.529,0.403
Sierra Leone,2013,4.514,7.577,0.708,45.16,0.72,-0.071,0.856,0.521,0.423
Singapore,2013,6.533,11.357,0.808,75.46,0.827,0.115,0.242,0.77,0.148
Slovakia,2013,5.937,10.218,0.909,67.52,0.598,-0.051,0.915,0.698,0.277
Slovenia,2013,5.975,10.385,0.932,69.8,0.89,0.036,0.918,0.635,0.274
South Africa,2013,3.661,9.461,0.839,53.38,0.714,-0.077,0.8,0.773,0.167
South Korea,2013,5.959,10.52,0.797,72.18,0.642,-0.05,0.832,0.676,0.189
Spain,2013,6.15,10.476,0.929,73.26,0.759,-0.101,0.916,0.696,0.372
Sri Lanka,2013,4.365,9.305,0.809,66.4,0.834,0.268,0.842,0.86,0.208
Sweden,2013,7.434,10.804,0.916,72.14,0.936,0.159,0.324,0.829,0.184
Syria,2013,2.688,8.396,0.585,58.76,0.455,0.225,0.663,0.387,0.622
Taiwan Province of China,2013,6.34,10.75,0.817,,0.69,0.002,0.841,0.846,0.124
Tajikistan,2013,4.967,7.87,0.701,62.88,0.693,0.063,0.764,0.677,0.17
Tanzania,2013,3.852,7.699,0.803,54.52,0.654,0.054,0.859,0.738,0.191
Thailand,2013,6.231,9.667,0.926,66.16,0.781,0.456,0.925,0.846,0.141
Trinidad and Tobago,2013,6.168,10.285,0.883,62.82,0.847,0.128,0.948,0.833,0.286
Tunisia,2013,5.246,9.24,0.648,65.64,0.536,-0.207,0.886,0.517,0.239
Turkey,2013,4.888,10.091,0.795,65.12,0.541,-0.229,0.698,0.635,0.392
Turkmenistan,2013,5.392,9.348,0.846,60.52,0.705,-0.071,,0.599,0.16
Uganda,2013,3.71,7.595,0.878,52.86,0.763,0.053,0.82,0.676,0.346
Ukraine,2013,4.711,9.438,0.897,63.1,0.569,-0.216,0.937,0.643,0.225
United Arab Emirates,2013,6.621,11.001,0.864,66.46,0.936,,,,0.291
United Kingdom,2013,6.918,10.679,0.937,71.54,0.905,0.346,0.568,0.776,0.252
United States,2013,7.249,10.939,0.925,68.64,0.792,0.274,0.747,0.814,0.26
Uruguay,2013,6.444,9.904,0.917,68.42,0.888,-0.043,0.586,0.826,0.253
Uzbekistan,2013,5.94,8.607,0.963,63.8,0.95,-0.034,0.434,0.749,0.13
Venezuela,2013,6.553,9.739,0.896,65.82,0.642,-0.22,0.837,0.84,0.238
Vietnam,2013,5.023,8.668,0.759,66.98,0.92,-0.027,0.771,0.718,0.165
Yemen,2013,4.218,8.242,0.694,54.3,0.543,-0.179,0.885,0.558,0.266
Zambia,2013,5.244,8.131,0.761,52.32,0.77,-0.104,0.732,0.735,0.308
Zimbabwe,2013,4.69,7.985,0.799,50.96,0.576,-0.104,0.831,0.712,0.182
